7/1/2020,Abington,235,1308.39
7/1/2020,Acton,159,669.98
7/1/2020,Acushnet,92,880.1
7/1/2020,Adams,35,422.67
7/1/2020,Agawam,455,1590.67
7/1/2020,Alford,,
7/1/2020,Amesbury,179,1075.37
7/1/2020,Amherst,94,232.11
7/1/2020,Andover,315,874.63
7/1/2020,Aquinnah,,
7/1/2020,Arlington,307,670.18
7/1/2020,Ashburnham,32,509.56
7/1/2020,Ashby,15,433.84
7/1/2020,Ashfield,,
7/1/2020,Ashland,247,1267.14
7/1/2020,Athol,65,543.25
7/1/2020,Attleboro,661,1428.64
7/1/2020,Auburn,214,1297.57
7/1/2020,Avon,73,1666.4
7/1/2020,Ayer,140,1732.68
7/1/2020,Barnstable,365,813.91
7/1/2020,Barre,62,1115.56
7/1/2020,Becket,14,777.58
7/1/2020,Bedford,273,1832.66
7/1/2020,Belchertown,105,659.43
7/1/2020,Bellingham,127,710.44
7/1/2020,Belmont,229,838.64
7/1/2020,Berkley,71,1047.17
7/1/2020,Berlin,20,626.32
7/1/2020,Bernardston,7,334.77
7/1/2020,Beverly,608,1476.92
7/1/2020,Billerica,547,1255.07
7/1/2020,Blackstone,49,541.77
7/1/2020,Blandford,,
7/1/2020,Bolton,11,217.71
7/1/2020,Boston,13996,2013.91
7/1/2020,Bourne,155,740.92
7/1/2020,Boxborough,25,489.47
7/1/2020,Boxford,42,544.24
7/1/2020,Boylston,20,445.55
7/1/2020,Braintree,812,2063.02
7/1/2020,Brewster,103,1039.11
7/1/2020,Bridgewater,357,1254.97
7/1/2020,Brimfield,6,161.06
7/1/2020,Brockton,4225,4300.33
7/1/2020,Brookfield,19,518.88
7/1/2020,Brookline,393,610.4
7/1/2020,Buckland,8,430
7/1/2020,Burlington,267,965.87
7/1/2020,Cambridge,975,864.47
7/1/2020,Canton,286,1239.99
7/1/2020,Carlisle,17,356.49
7/1/2020,Carver,59,484.55
7/1/2020,Charlemont,,
7/1/2020,Charlton,79,561.39
7/1/2020,Chatham,18,307.37
7/1/2020,Chelmsford,335,931.03
7/1/2020,Chelsea,2944,7816.28
7/1/2020,Cheshire,,
7/1/2020,Chester,,
7/1/2020,Chesterfield,,
