6/10/2020,Abington,232,1291.69
6/10/2020,Acton,154,648.91
6/10/2020,Acushnet,87,832.26
6/10/2020,Adams,35,422.67
6/10/2020,Agawam,449,1569.69
6/10/2020,Alford,,
6/10/2020,Amesbury,173,1039.33
6/10/2020,Amherst,91,224.7
6/10/2020,Andover,301,835.76
6/10/2020,Aquinnah,0,0
6/10/2020,Arlington,305,665.81
6/10/2020,Ashburnham,30,477.71
6/10/2020,Ashby,15,433.84
6/10/2020,Ashfield,,
6/10/2020,Ashland,246,1262.01
6/10/2020,Athol,62,518.17
6/10/2020,Attleboro,646,1396.22
6/10/2020,Auburn,209,1267.25
6/10/2020,Avon,70,1597.92
6/10/2020,Ayer,121,1497.53
6/10/2020,Barnstable,359,800.53
6/10/2020,Barre,58,1043.58
6/10/2020,Becket,14,777.58
6/10/2020,Bedford,247,1658.12
6/10/2020,Belchertown,100,628.03
6/10/2020,Bellingham,124,693.65
6/10/2020,Belmont,229,838.64
6/10/2020,Berkley,68,1002.93
6/10/2020,Berlin,20,626.32
6/10/2020,Bernardston,6,286.94
6/10/2020,Beverly,598,1452.63
6/10/2020,Billerica,526,1206.89
6/10/2020,Blackstone,45,497.55
6/10/2020,Blandford,,
6/10/2020,Bolton,11,217.71
6/10/2020,Boston,13609,1958.22
6/10/2020,Bourne,152,726.58
6/10/2020,Boxborough,24,469.89
6/10/2020,Boxford,39,505.36
6/10/2020,Boylston,21,467.82
6/10/2020,Braintree,804,2042.7
6/10/2020,Brewster,100,1008.84
6/10/2020,Bridgewater,352,1237.39
6/10/2020,Brimfield,6,161.06
6/10/2020,Brockton,4136,4209.74
6/10/2020,Brookfield,19,518.88
6/10/2020,Brookline,373,579.33
6/10/2020,Buckland,8,430
6/10/2020,Burlington,263,951.4
6/10/2020,Cambridge,962,852.94
6/10/2020,Canton,284,1231.32
6/10/2020,Carlisle,15,314.55
6/10/2020,Carver,57,468.12
6/10/2020,Charlemont,,
6/10/2020,Charlton,70,497.44
6/10/2020,Chatham,14,239.07
6/10/2020,Chelmsford,324,900.46
6/10/2020,Chelsea,2839,7537.58
6/10/2020,Cheshire,,
6/10/2020,Chester,,
6/10/2020,Chesterfield,,
6/10/2020,Chicopee,415,727.88
6/10/2020,Chilmark,,
6/10/2020,Clarksburg,7,415.82
6/10/2020,Clinton,238,1690.91
6/10/2020,Cohasset,24,324.35
6/10/2020,Colrain,,
6/10/2020,Concord,170,907.88
6/10/2020,Conway,,
6/10/2020,Cummington,,
6/10/2020,Dalton,9,137.99
6/10/2020,Danvers,717,2510.87
6/10/2020,Dartmouth,373,1013.05
6/10/2020,Dedham,394,1452.54
6/10/2020,Deerfield,9,168.77
6/10/2020,Dennis,93,703.29
6/10/2020,Dighton,63,802.98
6/10/2020,Douglas,45,478.74
6/10/2020,Dover,18,345.41
6/10/2020,Dracut,455,1408.44
6/10/2020,Dudley,84,678.3
6/10/2020,Dunstable,10,300.12
6/10/2020,Duxbury,106,700.44
6/10/2020,East Bridgewater,176,1192.7
6/10/2020,East Brookfield,14,624.6
6/10/2020,East Longmeadow,270,1596.26
6/10/2020,Eastham,10,215.22
6/10/2020,Easthampton,80,493.41
6/10/2020,Easton,263,1109.79
6/10/2020,Edgartown,7,170.66
6/10/2020,Egremont,5,456.27
6/10/2020,Erving,6,286.53
6/10/2020,Essex,23,618.17
6/10/2020,Everett,1692,3486.04
6/10/2020,Fairhaven,236,1472.19
