2020-04-14 Abington 54 300.65
2020-04-14 Acton 35 147.48
2020-04-14 Acushnet 16 153.06
2020-04-14 Adams 25 301.91
2020-04-14 Agawam 168 587.32
2020-04-14 Alford 0 0.00
2020-04-14 Amesbury 23 138.18
2020-04-14 Amherst u 27.16
2020-04-14 Andover 51 141.61
2020-04-14 Aquinnah 0 0.00
2020-04-14 Arlington 94 205.20
2020-04-14 Ashburnham 7 111.47
2020-04-14 Ashby 7 202.46
2020-04-14 Ashfield <5 *
2020-04-14 Ashland 63 323.20
2020-04-14 Athol 28 234.01
2020-04-14 Attleboro 210 453.88
2020-04-14 Auburn 34 206.16
2020-04-14 Avon 24 547.86
2020-04-14 Ayer 27 334.16
2020-04-14 Barnstable 94 209.61
2020-04-14 Barre 12 215.91
2020-04-14 Becket 10 555.42
2020-04-14 Bedford 81 543.76
2020-04-14 Belchertown 25 157.01
2020-04-14 Bellingham 33 184.60
2020-04-14 Belmont 118 432.14
2020-04-14 Berlin 8 250.53
2020-04-14 Berkley 17 250.73
2020-04-14 Berlin B 250.53
2020-04-14 Bernardston <5 *
2020-04-14 "Beverly ISO" 364.37
2020-04-14 Billerica 134 307.46
2020-04-14 Blackstone 19 210.08
2020-04-14 Blandford <5 *
2020-04-14 Bolton <5 *
2020-04-14 Boston 4609 663.20
2020-04-14 Bourne 83 396.75
2020-04-14 Boxborough 7 137.05
2020-04-14 "Boxford IS" 194.37
2020-04-14 Boylston 9 200.SO
2020-04-14 Braintree 308 782.53
2020-04-14 Brewster 16 161.42
2020-04-14 Bridgewater 103 362.08
2020-04-14 Brimfield <5 *
2020-04-14 Brockton 1202 1223.43
2020-04-14 Brookfield 5 136.55
2020-04-14 Brookllne 144 223.66
2020-04-14 Buckland <5 *
2020-04-14 Burlington 91 329.19
2020-04-14 Cambridge 471 417.61
2020-04-14 Canton 113 489.93
2020-04-14 Carlisle s 104.85
2020-04-14 Carver 18 147.83
2020-04-14 Charlemont 0 0
2020-04-14 Charlton 15 106.59
2020-04-14 Chatham 6 102.46
2020-04-14 Chelmsford 113 314.05
2020-04-14 Chelsra 712 1890.37
2020-04-14 Cheshire <5 *
2020-04-14 Chester <5 *
2020-04-14 Chesterfield 0 0.00
2020-04-14 Chicopee 142 249.06
2020-04-14 Chilmark 0 0.00
2020-04-14 Clarksburg 6 356.42
2020-04-14 Cllnton 33 234.45
2020-04-14 Cohasset 14 189.20
2020-04-14 Colrain <5 *
2020-04-14 Concord 23 122.83
2020-04-14 Conway <5 *
2020-04-14 Cummington <5 *
2020-04-14 Dalton 6 91.99
2020-04-14 Danvers 190 665.36
2020-04-14 Dartmouth 64 173.82
2020-04-14 Dedham 125 460.83
2020-04-14 Deerfield <5 *
2020-04-14 Dennis 26 196.62
2020-04-14 Dighton 13 165.69
2020-04-14 Douglas 18 191.50
2020-04-14 Dover 14 268.65
2020-04-14 Dracut 136 420.98
2020-04-14 Dudley 19 153.43
2020-04-14 Dunstable <5 *
2020-04-14 Duxbury 25 165.20
2020-04-14 "East Bridgewater" 87 589.58
2020-04-14 "East Brookfield" <5 *
2020-04-14 "East Longmeadow" 55 325.16
2020-04-14 Eastham 6 129.13
2020-04-14 Easthampton 26 160.36
2020-04-14 Easton 113 476.83
2020-04-14 Edgartown <5 *
2020-04-14 Egremont <5 *
2020-04-14 Erving <5 *
2020-04-14 Essex 8 215.01
2020-04-14 Everett 444 914.78
2020-04-14 Fairhaven 37 230.81
2020-04-14 "Fall River" 150 167.70
2020-04-14 Falmouth 96 307.19
2020-04-14 Fitchburg 97 2 .30.12
2020-04-14 Florida <5 *
2020-04-14 Foxborougb 43 237.40
2020-04-14 Framingharn 263 353.18
2020-04-14 Frankiln 37 109.43
2020-04-14 Frcetow·n 22 243.14
2020-04-14 Gardner 61 305.15
2020-04-14 Georgetown 18 201.48
2020-04-14 Gill <5 *
2020-04-14 Gloucester 65 227.07
2020-04-14 Goshen <5 *
2020-04-14 Gosnole 0 0.00
2020-04-14 Grafton 33 165.46
2020-04-14 Granby 12 195.39
2020-04-14 Granville 6 385.53
2020-04-14 "Great Barrington" 30 441.45
2020-04-14 Greenfield 94 541.34
2020-04-14 Groton 15 128.81
2020-04-14 Groveland 6 87.80
2020-04-14 Hadley 15 260.85
2020-04-14 Halifax 20 261.73
2020-04-14 Hamilton 11 147.18
2020-04-14 Hampden 12 242.88
2020-04-14 Hancock <5 *
2020-04-14 Hanover 33 230.37
2020-04-14 Hanson 24 224.16
2020-04-14 Hardwick <5 *
2020-04-14 Harvard 11 158.79
2020-04-14 Harwich 29 230.84
2020-04-14 Hatfield <5
2020-04-14 Haverhill 217 329.56
2020-04-14 Heath 0 0.00
2020-04-14 Hawley 0 0.00
2020-04-14 Hingham 49 205.99
2020-04-14 Hinsdale <5 *
2020-04-14 Holbrook 64 566.62
2020-04-14 Holden 30 159.06
2020-04-14 Holland 5 195.29
2020-04-14 Holliston 18 130.58
2020-04-14 Holyoke 305 740.21
2020-04-14 Hopedale 7 123.26
2020-04-14 Hopkinton 21 128.72
2020-04-14 Hubbardston <5 *
2020-04-14 Hudson 49 233.93
2020-04-14 Hull 14 141.75
2020-04-14 Huntington 5 226.10
2020-04-14 Ipswich 23 171.04
2020-04-14 Kingston 24 176.95
2020-04-14 Lakeville 21 195.99
2020-04-14 Lancaster 11 185.99
2020-04-14 Lanesborough  <5 *
2020-04-14 Lawrence 814 923.15
2020-04-14 Lee 10 170.07
2020-04-14 Leicester 14 124.29
2020-04-14 Lenox 10 204.99
2020-04-14 Leominster 94 206.94
2020-04-14 Leverett <5 *
2020-04-14 Lexington 149 437.65
2020-04-14 Leyden 0 0.00
2020-04-14 Lincoln 16 194.91
2020-04-14 Littleton 69 710.01
2020-04-14 Longmeadow 129 925.29
2020-04-14 Lowell 598 511.73
2020-04-14 Ludlow 28 134.20
2020-04-14 Lulenburg 21 201.79
2020-04-14 Lynn 745 739.33
2020-04-14 Lynnfield 44 377.71
2020-04-14 Malden 379 559.39
2020-04-14 Manchester 9 181.95
2020-04-14 Mansfield 60 253.85
2020-04-14 Marblehead 52 270.59
2020-04-14 Marion <5 *
2020-04-14 Marlborough 177 407.47
2020-04-14 Marshfield 67 259.09
2020-04-14 Mashpee 29 192.09
2020-04-14 Mattapoiset 9 139.37
2020-04-14 Maynard 20 191.67
2020-04-14 Medfield 16 140.35
2020-04-14 Medford 350 575.52
2020-04-14 Medway 27 206.42
2020-04-14 Melrose 96 297.35
2020-04-14 Mendon 9 155.36
2020-04-14 Merrimac <5 *
2020-04-14 Methuen 273 509.79
2020-04-14 "Middleborough SI" 199.44
2020-04-14 Middlefield 0 0.00
2020-04-14 Middleton 64 620.20
2020-04-14 Milford 71 242.29
2020-04-14 Millbury 60 439.33
2020-04-14 MiDis 18 227.97
2020-04-14 MillvUJe <5 *
2020-04-14 Milton 112 391.20
2020-04-14 Monroe 0 0.00
2020-04-14 Monson 10 110.55
2020-04-14 Montague 10 116.98
2020-04-14 Monterey 0 0.00
2020-04-14 Montgomery <5 *
2020-04-14 "Mount Washington" 0 0.00
2020-04-14 Nahant 24 733.51
2020-04-14 Nantucket 9 79.37
2020-04-14 Natick 114 317.35
2020-04-14 Needham 114 388.92
2020-04-14 "New Ashford" 0 0.00
2020-04-14 "New Bedford" 165 165.74
2020-04-14 "New Braintree" <5 *
2020-04-14 "New Marlborough" <5 *
2020-04-14 "New Salem" 0 0. 00
2020-04-14 Newbury <5
2020-04-14 Newburyport 30 168.50
2020-04-14 Newton 337 367.39
2020-04-14 Norfolk 14 113.40
2020-04-14 "North Adams" 29 222.10
2020-04-14 "North Andover" 88 290.92
2020-04-14 "North Attleborough" 71 234.98
2020-04-14 "North Brookfield" <5 *
2020-04-14 "North Reading" 46 278.20
2020-04-14 Northampton 59 201.04
2020-04-14 Northborough 48 350.60
2020-04-14 Northbridge 76 422.59
2020-04-14 Northfield <5 *
2020-04-14 Norton 47 236.62
2020-04-14 Norwell 30 280.25
2020-04-14 Norwood 229 760.49
2020-04-14 "Oak Bluffs" <5 *
2020-04-14 Oakham <5 *
2020-04-14 Orange 23 281.77
2020-04-14 Orleans 9 159.35
2020-04-14 Otis <5 *
2020-04-14 "Oxford IS" 108.83
2020-04-14 Palmer 12 100.89
2020-04-14 Paxton 8 161.64
2020-04-14 Peabody 227 407.06
2020-04-14 Pelham <5 *
2020-04-14 Pembroke 30 160.66
2020-04-14 Pepperell 15 122.14
2020-04-14 Peru <5 *
2020-04-14 Petersham <5 *
2020-04-14 Phillipston 7 408.35
2020-04-14 Pittsfield  111  250.69
2020-04-14 Plainfield 0 0.00
2020-04-14 Plainville 22 241.13
2020-04-14 Plymouth 108 174.09
2020-04-14 Plympton <5 *
2020-04-14 Princeton <5 *
2020-04-14 Provincetown 18 686.01
2020-04-14 Quincy 369 364.84
2020-04-14 Randolph 367 1012.50
2020-04-14 Raynham 84 562.36
2020-04-14 Reading 78 283.80
2020-04-14 Rehoboth 19 150.60
2020-04-14 Revere 470 171..55
2020-04-14 Richmond 5 376.53
2020-04-14 Rochester 7 124.17
2020-04-14 Rockland 64 354.84
2020-04-14 "Rockport IS" 228.86
2020-04-14 Rowe 0 0.00
2020-04-14 Rowley 10 161.98
2020-04-14 Royalston <5 *
2020-04-14 Russell 7 370.95
2020-04-14 Rutland 16 177.60
2020-04-14 Salem 181 402.06
2020-04-14 Salisbury 12 135.74
2020-04-14 Sandifieeld <5 *
2020-04-14 Sandwich 50 237.70
2020-04-14 Saugus 137 481.96
2020-04-14 Savoy <5 *
2020-04-14 Scituate 49 270.40
2020-04-14 Seekonk 26 195.68
2020-04-14 Sharon 57 311.29
2020-04-14 Sheffield 9 291.54
2020-04-14 Shelburne 6  324.45
2020-04-14 Sherborn <5
2020-04-14 Shirley 15 177.96
2020-04-14 Shrewsbury 98 248.74
2020-04-14 Shutesbury <5 *
2020-04-14 Somerset 34 183.71
2020-04-14 Somerville 290 365.83
2020-04-14 "South Hadley" 38 209.95
2020-04-14 Southampton 19 3 6.37
2020-04-14 Southborough 21 215.99
2020-04-14 Southbridge 31 184.05
2020-04-14 Southwick 16 163.38
2020-04-14 Spencer 8 69.44
2020-04-14 Springfield 542 342.32
2020-04-14 Sterling 14 117.82
2020-04-14 Stockbridge 6 344.13
2020-04-14 Stoneham 129 578.37
2020-04-14 Stoughton 194 701.44
2020-04-14 Stow 7 97.09
2020-04-14 Sturbridge 17 162.80
2020-04-14 Sudbury 34 189.90
2020-04-14 Sunderland s 131.53
2020-04-14 Sutton 18 200.34
2020-04-14 Swampscott 60 437.74
2020-04-14 Swansea 27 169.07
2020-04-14 Taunton 247 431.22
2020-04-14 Templeton 34 380.70
2020-04-14 Tewksbury 129 418.96
2020-04-14 Tisbury <5 *
2020-04-14 Tolland 0 0.00
2020-04-14 Topsfield 16 273.79
2020-04-14 Townsend 11 120.23
2020-04-14 Truro 8 405.10
2020-04-14 Tyngsborough 40 333.59
2020-04-14 Tyringham <5 *
2020-04-14 Upton  11 121.67
2020-04-14 121.67
2020-04-14 Uxbridge 20 129.76
2020-04-14 Wakefield 119 440.66
2020-04-14 Wales <5 *
2020-04-14 Walpole 92 355.20
