Date,Town,Case,Rate
5/13/2020,Leverett,,
5/13/2020,Lexington,290,851.81
5/13/2020,Leyden,0,0
5/13/2020,Lincoln,30,346.7
5/13/2020,Littleton,93,956.97
5/13/2020,Longmeadow,195,1257.27
5/13/2020,Lowell,2215,1895.45
5/13/2020,Ludlow,94,450.54
5/13/2020,Lunenburg,46,442.01
5/13/2020,Lynn,2834,2808.63
5/13/2020,Lynnfield,80,686.75
5/13/2020,Malden,986,1455.27
5/13/2020,Manchester,15,303.25
5/13/2020,Mansfield,137,579.62
5/13/2020,Marblehead,163,848.18
5/13/2020,Marion,9,193.94
5/13/2020,Marlborough,698,1606.85
5/13/2020,Marshfield,139,537.52
5/13/2020,Mashpee,45,292.63
5/13/2020,Mattapoisett,25,432.42
5/13/2020,Maynard,60,575.01
5/13/2020,Medfield,32,280.69
5/13/2020,Medford,870,1430.58
5/13/2020,Medway,99,756.88
5/13/2020,Melrose,206,712.26
5/13/2020,Mendon,22,379.76
5/13/2020,Merrimac,23,359.94
5/13/2020,Methuen,737,1376.26
5/13/2020,Middleborough,221,820.89
5/13/2020,Middlefield,0,0
5/13/2020,Middleton,132,1279.15
5/13/2020,Milford,525,1791.61
5/13/2020,Millbury,173,1266.74
5/13/2020,Millis,43,544.6
5/13/2020,Millville,13,366.12
5/13/2020,Milton,271,946.57
5/13/2020,Monroe,0,0
5/13/2020,Monson,26,308.23
5/13/2020,Montague,23,269.05
5/13/2020,Monterey,0,0
5/13/2020,Montgomery,,
5/13/2020,Mount Washington,0,0
5/13/2020,Nahant,34,1039.14
5/13/2020,Nantucket,12,105.82
5/13/2020,Natick,349,971.53
5/13/2020,Needham,292,996.17
5/13/2020,New Ashford,0,0
5/13/2020,New Bedford,1241,1246.55
5/13/2020,New Braintree,,
5/13/2020,New Marlborough,,
5/13/2020,New Salem,0,0
5/13/2020,Newbury,7,105.28
5/13/2020,Newburyport,56,314.54
5/13/2020,Newton,675,735.87
5/13/2020,Norfolk,23,186.3
5/13/2020,North Adams,45,344.64
5/13/2020,North Andover,248,819.87
5/13/2020,North Attleborough,214,708.26
5/13/2020,North Brookfield,11,236.73
5/13/2020,North Reading,166,1003.95
5/13/2020,Northampton,238,814.19
5/13/2020,Northborough,171,1249.01
5/13/2020,Northbridge,235,1306.69
5/13/2020,Northfield,,
5/13/2020,Norton,113,568.9
5/13/2020,Norwell,105,980.86
5/13/2020,Norwood,462,1534.26
5/13/2020,Oak Bluffs,,
5/13/2020,Oakham,,
5/13/2020,Orange,34,416.52
5/13/2020,Orleans,15,265.58
5/13/2020,Otis,,
5/13/2020,Oxford,42,304.73
5/13/2020,Palmer,36,302.66
5/13/2020,Paxton,23,464.72
5/13/2020,Peabody,809,1450.71
5/13/2020,Pelham,,
5/13/2020,Pembroke,68,364.16
5/13/2020,Pepperell,39,317.57
5/13/2020,Peru,,
5/13/2020,Petersham,5,394.7
5/13/2020,Phillipston,12,700.03
5/13/2020,Pittsfield,147,331.99
5/13/2020,Plainfield,0,0
5/13/2020,Plainville,51,558.98
5/13/2020,Plymouth,424,683.47
5/13/2020,Plympton,8,267.64
5/13/2020,Princeton,,
5/13/2020,Provincetown,21,800.34
5/13/2020,Quincy,970,959.06
5/13/2020,Randolph,787,2299.89
5/13/2020,Raynham,206,1379.12
5/13/2020,Reading,247,898.71
5/13/2020,Rehoboth,44,348.77
5/13/2020,Revere,1403,2303.16
5/13/2020,Richmond,5,376.53
5/13/2020,Rochester,22,390.24
5/13/2020,Rockland,246,1363.91
5/13/2020,Rockport,72,1098.53
5/13/2020,Rowe,0,0
5/13/2020,Rowley,31,502.14
5/13/2020,Royalston,,
5/13/2020,Russell,8,423.95
5/13/2020,Rutland,37,410.7
5/13/2020,Salem,492,1092.88
5/13/2020,Salisbury,45,509.02
5/13/2020,Sandisfield,,
5/13/2020,Sandwich,74,351.8
5/13/2020,Saugus,432,1519.77
5/13/2020,Savoy,,
5/13/2020,Scituate,119,656.68
5/13/2020,Seekonk,61,435.64
5/13/2020,Sharon,118,644.43
5/13/2020,Sheffield,15,485.9
5/13/2020,Shelburne,7,378.53
5/13/2020,Sherborn,11,286.66
5/13/2020,Shirley,144,1708.37
5/13/2020,Shrewsbury,265,672.61
5/13/2020,Shutesbury,,
5/13/2020,Somerset,98,529.51
5/13/2020,Somerville,729,952.46
5/13/2020,South Hadley,108,596.71
5/13/2020,Southampton,28,466.24
5/13/2020,Southborough,36,370.27
5/13/2020,Southbridge,84,498.72
5/13/2020,Southwick,44,449.28
5/13/2020,Spencer,38,329.85
5/13/2020,Springfield,1889,1193.05
5/13/2020,Sterling,60,762.06
5/13/2020,Stockbridge,14,802.96
5/13/2020,Stoneham,322,1443.69
5/13/2020,Stoughton,512,1851.21
5/13/2020,Stow,25,346.75
5/13/2020,Sturbridge,30,287.3
5/13/2020,Sudbury,163,910.42
5/13/2020,Sunderland,8,210.44
5/13/2020,Sutton,38,422.95
5/13/2020,Swampscott,115,839.01
5/13/2020,Swansea,75,469.65
5/13/2020,Taunton,758,1323.35
5/13/2020,Templeton,109,1220.47
5/13/2020,Tewksbury,484,1571.91
5/13/2020,Tisbury,,
5/13/2020,Tolland,,
5/13/2020,Topsfield,106,1813.85
5/13/2020,Townsend,26,284.19
5/13/2020,Truro,9,455.74
5/13/2020,Tyngsborough,81,675.52
5/13/2020,Tyringham,,
5/13/2020,Upton,17,188.03
5/13/2020,Uxbridge,58,376.3
5/13/2020,Wakefield,257,951.68
5/13/2020,Wales,,
5/13/2020,Walpole,199,768.32
5/13/2020,Waltham,994,1491.16
5/13/2020,Ware,21,207.13
5/13/2020,Wareham,171,713.96
5/13/2020,Warren,13,239.77
5/13/2020,Warwick,0,0
5/13/2020,Washington,,
5/13/2020,Watertown,326,982.74
5/13/2020,Wayland,92,692.67
5/13/2020,Webster,123,715.49
5/13/2020,Wellesley,207,696.16
5/13/2020,Wellfleet,,
5/13/2020,Wendell,0,0
5/13/2020,Wenham,15,288.12
5/13/2020,West Boylston,33,420.37
5/13/2020,West Bridgewater,98,1352.19
5/13/2020,West Brookfield,13,350.44
5/13/2020,West Newbury,6,147
5/13/2020,West Springfield,271,919.98
5/13/2020,West Stockbridge,,
5/13/2020,West Tisbury,7,242.81
5/13/2020,Westborough,273,1448.88
5/13/2020,Westfield,397,954.82
5/13/2020,Westford,126,544.53
5/13/2020,Westhampton,,
5/13/2020,Westminster,19,259.13
5/13/2020,Weston,125,1126.76
5/13/2020,Westport,61,366.5
5/13/2020,Westwood,99,671.67
5/13/2020,Weymouth,607,1082.7
5/13/2020,Whately,,
5/13/2020,Whitman,164,1063.57
5/13/2020,Wilbraham,178,1224
5/13/2020,Williamsburg,8,324.3
5/13/2020,Williamstown,81,1099.24
5/13/2020,Wilmington,298,1222.65
5/13/2020,Winchendon,73,679.28
5/13/2020,Winchester,97,434.52
5/13/2020,Windsor,0,0
5/13/2020,Winthrop,221,1172.59
5/13/2020,Woburn,499,1202.67
5/13/2020,Worcester,3549,1849.7
5/13/2020,Worthington,0,0
5/13/2020,Wrentham,172,1525.57
5/13/2020,Yarmouth,96,399.61
5/13/2020,Unknown,264,
5/13/2020,State Total,80497,1155.44
5/20/2020,Abington,219,1219.31
5/20/2020,Acton,138,581.49
5/20/2020,Acushnet,73,698.34
5/20/2020,Adams,35,422.67
5/20/2020,Agawam,423,1478.8
5/20/2020,Alford,0,0
5/20/2020,Amesbury,154,925.18
5/20/2020,Amherst,85,209.89
5/20/2020,Andover,263,730.25
5/20/2020,Aquinnah,0,0
5/20/2020,Arlington,279,609.05
5/20/2020,Ashburnham,26,414.02
5/20/2020,Ashby,14,404.92
5/20/2020,Ashfield,,
5/20/2020,Ashland,214,1097.84
5/20/2020,Athol,46,384.45
5/20/2020,Attleboro,577,1247.09
5/20/2020,Auburn,184,1115.66
5/20/2020,Avon,67,1529.44
5/20/2020,Ayer,65,804.46
5/20/2020,Barnstable,293,653.35
5/20/2020,Barre,47,845.66
5/20/2020,Becket,12,666.5
5/20/2020,Bedford,232,1557.42
5/20/2020,Belchertown,88,552.67
5/20/2020,Bellingham,112,626.53
5/20/2020,Belmont,210,769.06
5/20/2020,Berkley,52,766.94
5/20/2020,Berlin,20,626.32
5/20/2020,Bernardston,6,286.94
5/20/2020,Beverly,542,1316.6
5/20/2020,Billerica,486,1115.11
5/20/2020,Blackstone,40,442.26
5/20/2020,Blandford,,
5/20/2020,Bolton,12,237.5
5/20/2020,Boston,12629,1817.2
5/20/2020,Bourne,144,688.34
5/20/2020,Boxborough,23,450.31
5/20/2020,Boxford,35,453.53
5/20/2020,Boylston,18,400.99
5/20/2020,Braintree,754,1915.66
5/20/2020,Brewster,92,928.14
5/20/2020,Bridgewater,328,1153.02
5/20/2020,Brimfield,,
5/20/2020,Brockton,3773,3840.27
5/20/2020,Brookfield,15,409.64
5/20/2020,Brookline,343,532.74
5/20/2020,Buckland,8,430
5/20/2020,Burlington,231,835.64
5/20/2020,Cambridge,889,788.22
5/20/2020,Canton,266,1153.28
5/20/2020,Carlisle,12,251.64
5/20/2020,Carver,49,402.42
5/20/2020,Charlemont,,
5/20/2020,Charlton,60,426.37
5/20/2020,Chatham,12,204.91
5/20/2020,Chelmsford,302,839.32
5/20/2020,Chelsea,2598,6897.72
5/20/2020,Cheshire,,
5/20/2020,Chester,,
5/20/2020,Chesterfield,,
5/20/2020,Chicopee,373,654.21
5/20/2020,Chilmark,,
5/20/2020,Clarksburg,7,415.82
5/20/2020,Clinton,174,1236.21
5/20/2020,Cohasset,21,283.8
5/20/2020,Colrain,,
5/20/2020,Concord,160,854.47
5/20/2020,Conway,,
5/20/2020,Cummington,,
5/20/2020,Dalton,9,137.99
5/20/2020,Danvers,643,2251.73
5/20/2020,Dartmouth,284,771.33
5/20/2020,Dedham,340,1253.46
5/20/2020,Deerfield,8,150.02
5/20/2020,Dennis,83,627.67
5/20/2020,Dighton,54,688.27
5/20/2020,Douglas,39,414.91
5/20/2020,Dover,17,326.22
5/20/2020,Dracut,422,1306.29
5/20/2020,Dudley,72,581.4
5/20/2020,Dunstable,9,270.1
5/20/2020,Duxbury,60,396.48
5/20/2020,East Bridgewater,172,1165.6
5/20/2020,East Brookfield,9,401.53
5/20/2020,East Longmeadow,238,1407.08
5/20/2020,Eastham,10,215.22
5/20/2020,Easthampton,70,431.74
5/20/2020,Easton,248,1046.49
5/20/2020,Edgartown,7,170.66
5/20/2020,Egremont,5,456.27
5/20/2020,Erving,6,286.53
5/20/2020,Essex,21,564.41
5/20/2020,Everett,1474,3036.9
5/20/2020,Fairhaven,183,1141.57
5/20/2020,Fall River,1051,1175
5/20/2020,Falmouth,170,543.97
5/20/2020,Fitchburg,631,1496.94
5/20/2020,Florida,,
5/20/2020,Foxborough,100,552.1
5/20/2020,Framingham,1493,2004.93
5/20/2020,Franklin,111,328.28
5/20/2020,Freetown,80,884.15
5/20/2020,Gardner,156,780.39
5/20/2020,Georgetown,45,503.7
5/20/2020,Gill,,
5/20/2020,Gloucester,233,813.98
5/20/2020,Goshen,,
5/20/2020,Gosnold,0,0
5/20/2020,Grafton,81,406.13
5/20/2020,Granby,26,423.35
5/20/2020,Granville,9,578.29
5/20/2020,Great Barrington,52,765.18
5/20/2020,Greenfield,189,1088.43
5/20/2020,Groton,38,326.31
5/20/2020,Groveland,28,409.74
5/20/2020,Hadley,40,695.61
5/20/2020,Halifax,48,628.16
5/20/2020,Hamilton,28,374.63
5/20/2020,Hampden,45,910.79
5/20/2020,Hancock,,
5/20/2020,Hanover,60,418.85
5/20/2020,Hanson,88,821.91
5/20/2020,Hardwick,7,211.39
5/20/2020,Harvard,16,230.97
5/20/2020,Harwich,111,883.54
5/20/2020,Hatfield,10,307.96
5/20/2020,Haverhill,1066,1618.94
5/20/2020,Hawley,0,0
5/20/2020,Heath,0,0
5/20/2020,Hingham,237,996.31
5/20/2020,Hinsdale,,
5/20/2020,Holbrook,176,1558.21
5/20/2020,Holden,85,450.67
5/20/2020,Holland,8,312.46
5/20/2020,Holliston,53,384.49
5/20/2020,Holyoke,764,1854.17
5/20/2020,Hopedale,34,598.69
5/20/2020,Hopkinton,110,674.25
5/20/2020,Hubbardston,5,107.28
5/20/2020,Hudson,163,778.17
5/20/2020,Hull,47,475.88
5/20/2020,Huntington,13,587.87
5/20/2020,Ipswich,62,461.07
5/20/2020,Kingston,116,855.24
5/20/2020,Lakeville,54,478.27
5/20/2020,Lancaster,75,875.37
5/20/2020,Lanesborough,7,229.8
5/20/2020,Lawrence,2681,3040.51
5/20/2020,Lee,16,272.12
5/20/2020,Leicester,128,1136.38
5/20/2020,Lenox,13,266.47
5/20/2020,Leominster,516,1271.18
5/20/2020,Leverett,,
5/20/2020,Lexington,302,887.06
5/20/2020,Leyden,0,0
5/20/2020,Lincoln,32,369.82
5/20/2020,Littleton,94,967.26
5/20/2020,Longmeadow,202,1302.41
5/20/2020,Lowell,2457,2102.54
5/20/2020,Ludlow,110,527.22
5/20/2020,Lunenburg,58,557.32
5/20/2020,Lynn,3117,3089.1
5/20/2020,Lynnfield,87,746.84
5/20/2020,Malden,1053,1554.16
5/20/2020,Manchester,16,323.47
5/20/2020,Mansfield,147,621.93
5/20/2020,Marblehead,211,1097.95
5/20/2020,Marion,11,237.04
5/20/2020,Marlborough,829,1908.42
5/20/2020,Marshfield,152,587.79
5/20/2020,Mashpee,50,325.14
5/20/2020,Mattapoisett,28,484.31
5/20/2020,Maynard,63,603.76
5/20/2020,Medfield,33,289.46
5/20/2020,Medford,922,1516.09
5/20/2020,Medway,103,787.47
5/20/2020,Melrose,216,746.83
5/20/2020,Mendon,23,397.02
5/20/2020,Merrimac,26,406.89
5/20/2020,Methuen,827,1544.32
5/20/2020,Middleborough,243,902.61
5/20/2020,Middlefield,0,0
5/20/2020,Middleton,144,1395.44
5/20/2020,Milford,575,1962.24
5/20/2020,Millbury,184,1347.29
5/20/2020,Millis,45,569.93
5/20/2020,Millville,13,366.12
5/20/2020,Milton,286,998.96
5/20/2020,Monroe,0,0
5/20/2020,Monson,30,355.65
5/20/2020,Montague,25,292.45
5/20/2020,Monterey,0,0
5/20/2020,Montgomery,,
5/20/2020,Mount Washington,0,0
5/20/2020,Nahant,37,1130.83
5/20/2020,Nantucket,12,105.82
5/20/2020,Natick,381,1060.61
5/20/2020,Needham,303,1033.7
5/20/2020,New Ashford,0,0
5/20/2020,New Bedford,1583,1590.07
5/20/2020,New Braintree,,
5/20/2020,New Marlborough,6,392.17
5/20/2020,New Salem,0,0
5/20/2020,Newbury,8,120.32
5/20/2020,Newburyport,65,365.09
5/20/2020,Newton,710,774.03
5/20/2020,Norfolk,22,178.2
5/20/2020,North Adams,47,359.96
5/20/2020,North Andover,269,889.3
5/20/2020,North Attleborough,228,754.59
5/20/2020,North Brookfield,13,279.77
5/20/2020,North Reading,175,1058.38
5/20/2020,Northampton,254,868.93
5/20/2020,Northborough,192,1402.4
5/20/2020,Northbridge,281,1562.47
5/20/2020,Northfield,,
5/20/2020,Norton,120,604.14
5/20/2020,Norwell,116,1083.62
5/20/2020,Norwood,513,1703.63
5/20/2020,Oak Bluffs,5,96.73
5/20/2020,Oakham,,
5/20/2020,Orange,35,428.77
5/20/2020,Orleans,15,265.58
5/20/2020,Otis,,
5/20/2020,Oxford,52,377.29
5/20/2020,Palmer,43,361.51
5/20/2020,Paxton,27,545.54
5/20/2020,Peabody,877,1572.65
5/20/2020,Pelham,,
5/20/2020,Pembroke,80,428.42
5/20/2020,Pepperell,44,358.28
5/20/2020,Peru,,
5/20/2020,Petersham,7,552.57
5/20/2020,Phillipston,15,875.04
5/20/2020,Pittsfield,153,345.55
5/20/2020,Plainfield,0,0
5/20/2020,Plainville,57,624.75
5/20/2020,Plymouth,487,785.03
5/20/2020,Plympton,8,267.64
5/20/2020,Princeton,,
5/20/2020,Provincetown,22,838.46
5/20/2020,Quincy,1019,1007.51
5/20/2020,Randolph,864,2524.91
5/20/2020,Raynham,218,1459.46
5/20/2020,Reading,270,982.39
5/20/2020,Rehoboth,49,388.4
5/20/2020,Revere,1506,2472.24
5/20/2020,Richmond,5,376.53
5/20/2020,Rochester,26,461.19
5/20/2020,Rockland,262,1452.61
5/20/2020,Rockport,74,1129.05
5/20/2020,Rowe,0,0
5/20/2020,Rowley,34,550.73
5/20/2020,Royalston,,
5/20/2020,Russell,11,582.93
5/20/2020,Rutland,43,477.3
5/20/2020,Salem,550,1221.72
5/20/2020,Salisbury,49,554.26
5/20/2020,Sandisfield,,
5/20/2020,Sandwich,80,380.32
5/20/2020,Saugus,480,1688.63
5/20/2020,Savoy,,
5/20/2020,Scituate,131,722.9
5/20/2020,Seekonk,70,499.92
5/20/2020,Sharon,125,682.66
5/20/2020,Sheffield,15,485.9
5/20/2020,Shelburne,8,432.6
5/20/2020,Sherborn,11,286.66
5/20/2020,Shirley,158,1874.46
5/20/2020,Shrewsbury,291,738.6
5/20/2020,Shutesbury,,
5/20/2020,Somerset,136,734.83
5/20/2020,Somerville,799,1043.92
5/20/2020,South Hadley,130,718.27
5/20/2020,Southampton,29,482.89
5/20/2020,Southborough,40,411.41
5/20/2020,Southbridge,108,641.21
5/20/2020,Southwick,48,490.13
5/20/2020,Spencer,41,355.9
5/20/2020,Springfield,2186,1380.63
5/20/2020,Sterling,101,1282.81
5/20/2020,Stockbridge,14,802.96
5/20/2020,Stoneham,342,1533.36
5/20/2020,Stoughton,557,2013.92
5/20/2020,Stow,29,402.23
5/20/2020,Sturbridge,33,316.03
5/20/2020,Sudbury,174,971.86
5/20/2020,Sunderland,8,210.44
5/20/2020,Sutton,46,511.99
5/20/2020,Swampscott,119,868.19
5/20/2020,Swansea,90,563.57
5/20/2020,Taunton,854,1490.95
5/20/2020,Templeton,110,1231.67
5/20/2020,Tewksbury,543,1763.52
5/20/2020,Tisbury,6,144.18
5/20/2020,Tolland,,
5/20/2020,Topsfield,106,1813.85
5/20/2020,Townsend,29,316.98
5/20/2020,Truro,9,455.74
5/20/2020,Tyngsborough,81,675.52
5/20/2020,Tyringham,,
5/20/2020,Upton,22,243.34
5/20/2020,Uxbridge,64,415.23
5/20/2020,Wakefield,286,1059.07
5/20/2020,Wales,,
5/20/2020,Walpole,217,837.82
5/20/2020,Waltham,1071,1606.67
5/20/2020,Ware,25,246.58
5/20/2020,Wareham,191,797.47
5/20/2020,Warren,16,295.1
5/20/2020,Warwick,0,0
5/20/2020,Washington,,
5/20/2020,Watertown,347,1046.04
5/20/2020,Wayland,97,730.31
5/20/2020,Webster,148,860.92
5/20/2020,Wellesley,215,723.06
5/20/2020,Wellfleet,5,181.25
5/20/2020,Wendell,0,0
5/20/2020,Wenham,17,326.54
5/20/2020,West Boylston,37,471.33
5/20/2020,West Bridgewater,120,1655.74
5/20/2020,West Brookfield,16,431.32
5/20/2020,West Newbury,6,147
5/20/2020,West Springfield,303,1028.61
5/20/2020,West Stockbridge,,
5/20/2020,West Tisbury,7,242.81
5/20/2020,Westborough,319,1693.01
5/20/2020,Westfield,416,1000.52
5/20/2020,Westford,130,561.81
5/20/2020,Westhampton,,
5/20/2020,Westminster,25,340.96
5/20/2020,Weston,103,928.45
5/20/2020,Westport,68,408.56
5/20/2020,Westwood,112,759.87
5/20/2020,Weymouth,647,1154.05
5/20/2020,Whately,,
5/20/2020,Whitman,174,1128.42
5/20/2020,Wilbraham,195,1340.9
5/20/2020,Williamsburg,10,405.37
5/20/2020,Williamstown,81,1099.24
5/20/2020,Wilmington,310,1271.89
5/20/2020,Winchendon,74,688.59
5/20/2020,Winchester,102,456.91
5/20/2020,Windsor,0,0
5/20/2020,Winthrop,229,1215.03
5/20/2020,Woburn,531,1279.8
5/20/2020,Worcester,4299,2240.6
5/20/2020,Worthington,0,0
5/20/2020,Wrentham,182,1614.27
5/20/2020,Yarmouth,101,420.43
5/20/2020,Unknown,284,
5/20/2020,State Total,88970,1277.06
5/27/2020,Abington,226,1258.28
5/27/2020,Acton,148,623.63
5/27/2020,Acushnet,81,774.87
5/27/2020,Adams,35,422.67
5/27/2020,Agawam,433,1513.76
5/27/2020,Alford,0,0
5/27/2020,Amesbury,168,1009.29
5/27/2020,Amherst,89,219.76
5/27/2020,Andover,288,799.66
5/27/2020,Aquinnah,0,0
5/27/2020,Arlington,291,635.25
5/27/2020,Ashburnham,29,461.79
5/27/2020,Ashby,15,433.84
5/27/2020,Ashfield,,
5/27/2020,Ashland,232,1190.18
5/27/2020,Athol,55,459.67
5/27/2020,Attleboro,609,1316.25
5/27/2020,Auburn,196,1188.42
5/27/2020,Avon,66,1506.61
5/27/2020,Ayer,72,891.09
5/27/2020,Barnstable,339,755.93
5/27/2020,Barre,53,953.62
5/27/2020,Becket,12,666.5
5/27/2020,Bedford,218,1463.44
5/27/2020,Belchertown,92,577.79
5/27/2020,Bellingham,118,660.09
5/27/2020,Belmont,218,798.35
5/27/2020,Berkley,58,855.44
5/27/2020,Berlin,22,688.95
5/27/2020,Bernardston,6,286.94
5/27/2020,Beverly,569,1382.19
5/27/2020,Billerica,509,1167.88
5/27/2020,Blackstone,43,475.43
5/27/2020,Blandford,,
5/27/2020,Bolton,12,237.5
5/27/2020,Boston,13061,1879.37
5/27/2020,Bourne,151,721.8
5/27/2020,Boxborough,23,450.31
5/27/2020,Boxford,38,492.41
5/27/2020,Boylston,20,445.55
5/27/2020,Braintree,777,1974.1
5/27/2020,Brewster,94,948.31
5/27/2020,Bridgewater,330,1160.05
5/27/2020,Brimfield,5,134.21
5/27/2020,Brockton,3961,4031.62
5/27/2020,Brookfield,20,546.19
5/27/2020,Brookline,349,542.06
5/27/2020,Buckland,8,430
5/27/2020,Burlington,246,889.9
5/27/2020,Cambridge,918,813.93
5/27/2020,Canton,271,1174.96
5/27/2020,Carlisle,15,314.55
5/27/2020,Carver,52,427.06
5/27/2020,Charlemont,,
5/27/2020,Charlton,66,469.01
5/27/2020,Chatham,13,221.99
5/27/2020,Chelmsford,309,858.77
5/27/2020,Chelsea,2713,7203.05
5/27/2020,Cheshire,,
5/27/2020,Chester,5,368.42
5/27/2020,Chesterfield,,
5/27/2020,Chicopee,396,694.55
5/27/2020,Chilmark,,
5/27/2020,Clarksburg,7,415.82
5/27/2020,Clinton,211,1499.09
5/27/2020,Cohasset,23,310.83
5/27/2020,Colrain,,
5/27/2020,Concord,162,865.16
5/27/2020,Conway,,
5/27/2020,Cummington,,
5/27/2020,Dalton,9,137.99
5/27/2020,Danvers,678,2374.3
5/27/2020,Dartmouth,312,847.38
5/27/2020,Dedham,340,1253.46
5/27/2020,Deerfield,8,150.02
5/27/2020,Dennis,85,642.79
5/27/2020,Dighton,54,688.27
5/27/2020,Douglas,42,446.82
5/27/2020,Dover,18,345.41
5/27/2020,Dracut,433,1340.34
5/27/2020,Dudley,74,597.55
5/27/2020,Dunstable,10,300.12
5/27/2020,Duxbury,65,429.52
5/27/2020,East Bridgewater,173,1172.37
5/27/2020,East Brookfield,9,401.53
5/27/2020,East Longmeadow,256,1513.49
5/27/2020,Eastham,10,215.22
5/27/2020,Easthampton,79,487.25
5/27/2020,Easton,260,1097.13
5/27/2020,Edgartown,7,170.66
5/27/2020,Egremont,5,456.27
5/27/2020,Erving,6,286.53
5/27/2020,Essex,22,591.29
5/27/2020,Everett,1565,3224.38
5/27/2020,Fairhaven,211,1316.24
5/27/2020,Fall River,1218,1361.7
5/27/2020,Falmouth,178,569.57
5/27/2020,Fitchburg,710,1684.35
5/27/2020,Florida,,
5/27/2020,Foxborough,105,579.7
5/27/2020,Framingham,1625,2182.2
5/27/2020,Franklin,120,354.9
5/27/2020,Freetown,83,917.3
5/27/2020,Gardner,178,890.45
5/27/2020,Georgetown,52,582.06
5/27/2020,Gill,,
5/27/2020,Gloucester,241,841.92
5/27/2020,Goshen,,
5/27/2020,Gosnold,0,0
5/27/2020,Grafton,87,436.21
5/27/2020,Granby,28,455.91
5/27/2020,Granville,10,642.55
5/27/2020,Great Barrington,72,1059.49
5/27/2020,Greenfield,191,1099.95
5/27/2020,Groton,40,343.48
5/27/2020,Groveland,29,424.37
5/27/2020,Hadley,42,730.39
5/27/2020,Halifax,56,732.85
5/27/2020,Hamilton,30,401.39
5/27/2020,Hampden,67,1356.06
5/27/2020,Hancock,,
5/27/2020,Hanover,61,425.83
5/27/2020,Hanson,93,868.61
5/27/2020,Hardwick,7,211.39
5/27/2020,Harvard,17,245.4
5/27/2020,Harwich,117,931.3
5/27/2020,Hatfield,14,431.15
5/27/2020,Haverhill,1104,1676.65
5/27/2020,Hawley,0,0
5/27/2020,Heath,0,0
5/27/2020,Hingham,254,1067.78
5/27/2020,Hinsdale,,
5/27/2020,Holbrook,186,1646.74
5/27/2020,Holden,93,493.08
5/27/2020,Holland,8,312.46
5/27/2020,Holliston,56,406.25
5/27/2020,Holyoke,804,1951.25
5/27/2020,Hopedale,39,686.74
5/27/2020,Hopkinton,115,704.9
5/27/2020,Hubbardston,5,107.28
5/27/2020,Hudson,170,811.59
5/27/2020,Hull,47,475.88
5/27/2020,Huntington,14,633.09
5/27/2020,Ipswich,62,461.07
5/27/2020,Kingston,127,936.34
5/27/2020,Lakeville,55,487.13
5/27/2020,Lancaster,81,945.4
5/27/2020,Lanesborough,8,262.63
5/27/2020,Lawrence,2939,3333.11
5/27/2020,Lee,16,272.12
5/27/2020,Leicester,143,1269.55
5/27/2020,Lenox,13,266.47
5/27/2020,Leominster,575,1416.53
5/27/2020,Leverett,,
5/27/2020,Lexington,308,904.68
5/27/2020,Leyden,0,0
5/27/2020,Lincoln,34,392.93
5/27/2020,Littleton,100,1029
5/27/2020,Longmeadow,202,1302.41
5/27/2020,Lowell,2581,2208.65
5/27/2020,Ludlow,113,541.6
5/27/2020,Lunenburg,60,576.54
5/27/2020,Lynn,3281,3251.63
5/27/2020,Lynnfield,89,764.01
5/27/2020,Malden,1110,1638.29
5/27/2020,Manchester,18,363.9
5/27/2020,Mansfield,157,664.24
5/27/2020,Marblehead,221,1149.99
5/27/2020,Marion,13,280.14
5/27/2020,Marlborough,918,2113.31
5/27/2020,Marshfield,155,599.39
5/27/2020,Mashpee,53,344.65
5/27/2020,Mattapoisett,29,501.61
5/27/2020,Maynard,71,680.43
5/27/2020,Medfield,34,298.24
5/27/2020,Medford,961,1580.22
5/27/2020,Medway,109,833.34
5/27/2020,Melrose,233,805.61
5/27/2020,Mendon,27,466.07
5/27/2020,Merrimac,33,516.44
5/27/2020,Methuen,905,1689.98
5/27/2020,Middleborough,252,936.04
5/27/2020,Middlefield,0,0
5/27/2020,Middleton,159,1540.8
5/27/2020,Milford,609,2078.27
5/27/2020,Millbury,198,1449.8
5/27/2020,Millis,47,595.26
5/27/2020,Millville,13,366.12
5/27/2020,Milton,291,1016.43
5/27/2020,Monroe,0,0
5/27/2020,Monson,33,391.22
5/27/2020,Montague,25,292.45
5/27/2020,Monterey,0,0
5/27/2020,Montgomery,,
5/27/2020,Mount Washington,0,0
5/27/2020,Nahant,39,1191.96
5/27/2020,Nantucket,13,114.64
5/27/2020,Natick,395,1099.59
5/27/2020,Needham,311,1060.99
5/27/2020,New Ashford,0,0
5/27/2020,New Bedford,1756,1763.85
5/27/2020,New Braintree,,
5/27/2020,New Marlborough,6,392.17
5/27/2020,New Salem,0,0
5/27/2020,Newbury,11,165.45
5/27/2020,Newburyport,71,398.79
5/27/2020,Newton,745,812.19
5/27/2020,Norfolk,24,194.4
5/27/2020,North Adams,46,352.3
5/27/2020,North Andover,311,1028.15
5/27/2020,North Attleborough,239,791
5/27/2020,North Brookfield,14,301.29
5/27/2020,North Reading,183,1106.76
5/27/2020,Northampton,269,920.24
5/27/2020,Northborough,204,1490.05
5/27/2020,Northbridge,300,1668.12
5/27/2020,Northfield,,
5/27/2020,Norton,121,609.18
5/27/2020,Norwell,118,1102.3
