2020-04-22 Abington 78 434.28
2020-04-22 Acton 50 210.68
2020-04-22 Acushnet 18 172.19
2020-04-22 Adams 29 350.21
2020-04-22 Agawam 244 853.02
2020-04-22 Alford 0 0
2020-04-22 Amesbury 32 192.25
2020-04-22 Amherst 16 39.51
2020-04-22 Andover 85 236.01
2020-04-22 Aquinnah 0 0
2020-04-22 Arlington 180 392.94
2020-04-22 Ashburnham 12 191.09
2020-04-22 Ashby 7 202.46
2020-04-22 Ashfield <5 *
2020-04-22 Ashland 84 430.93
2020-04-22 Athol 34 284.16
2020-04-22 Attleboro 281 607.33
2020-04-22 Auburn 45 272.85
2020-04-22 Avon 39 890.27
2020-04-22 Ayer 33 408.42
2020-04-22 Barnstable 133 296.57
2020-04-22 Barre 24 431.83
2020-04-22 Becket 10 555.42
2020-04-22 Bedford 117 785.43
2020-04-22 Belchertown 40 251.21
2020-04-22 Bellingham 44 246.14
2020-04-22 Belmont 141 516.37
2020-04-22 Berkley 21 309.73
2020-04-22 Berlin 10 313.16
2020-04-22 Bernardston <5 *
2020-04-22 Beverly 241 585.43
2020-04-22 Billerica 261 598.86
2020-04-22 Blackstone 20 221.13
2020-04-22 Blandford 0 *
2020-04-22 Bolton 5 *
2020-04-22 Boston 6744 970.4
2020-04-22 Bourne 99 473.23
2020-04-22 Boxborough 9 176.21
2020-04-22 Boxford 25 323.95
2020-04-22 Boylston 9 200.5
2020-04-22 Braintree 418 1062
2020-04-22 Brewster 64 645.66
2020-04-22 Bridgewater 141 495.66
2020-04-22 Brimfield <5 *
2020-04-22 Brockton 1763 1794.43
2020-04-22 Brookfield 5 136.55
2020-04-22 Brookline 216 335.48
2020-04-22 Buckland 6 *
2020-04-22 Burlington 131 473.89
2020-04-22 Cambridge 672 595.82
2020-04-22 Canton 157 680.7
2020-04-22 Carlisle 7 146.79
2020-04-22 Carver 19 156.04
2020-04-22 Charlemont 0 0
2020-04-22 Charlton 26 184.76
2020-04-22 Chatham 8 136.61
2020-04-22 Chelmsford 174 483.58
2020-04-22 Chelsea 1447 3841.8
2020-04-22 Cheshire <5 *
2020-04-22 Chester <5 *
2020-04-22 Chesterfield <5 *
2020-04-22 Chicopee 176 308.69
2020-04-22 Chilmark 0 0
2020-04-22 Clarksburg 7 415.82
2020-04-22 Clinton 54 383.65
2020-04-22 Cohasset 15 202.72
2020-04-22 Colrain <5 *
2020-04-22 Concord 63 336.45
2020-04-22 Conway <5 *
2020-04-22 Cummington <5 *
2020-04-22 Dalton 6 91.99
2020-04-22 Danvers 316 1106.6
2020-04-22 Dartmouth 66 179.25
2020-04-22 Dedham 174 641.48
2020-04-22 Deerfield <5 *
2020-04-22 Dennis 42 317.61
2020-04-22 Dighton 20 254.91
2020-04-22 Douglas 18 191.5
2020-04-22 Dover 14 268.65
2020-04-22 Dracut 229 708.86
2020-04-22 Dudley 27 218.03
2020-04-22 Dunstable 7 *
2020-04-22 Duxbury 33 218.06
2020-04-22 "East Bridgewater" 102 691.23
2020-04-22 "East Brookfield" <5 *
2020-04-22 "East Longmeadow" 116 685.8
2020-04-22 Eastham 7 150.65
2020-04-22 Easthampton 37 228.2
2020-04-22 Easton 162 683.59
2020-04-22 Edgartown 0 *
2020-04-22 Egremont <5 *
2020-04-22 Erving <5 *
2020-04-22 Essex 12 322.52
2020-04-22 Everett 716 1475.18
2020-04-22 Fairhaven 45 280.71
2020-04-22 "Fall River" 191 213.53
2020-04-22 Falmouth 110 351.98
2020-04-22 Fitchburg 148 351.1
2020-04-22 Florida <5 *
2020-04-22 Foxborough 54 298.13
2020-04-22 Framingham 438 588.19
2020-04-22 Franklin 55 162.66
2020-04-22 Freetown 25 276.3
2020-04-22 Gardner 74 370.19
2020-04-22 Georgetown 24 268.64
2020-04-22 Gill <5 *
2020-04-22 Gloucester 111 387.77
2020-04-22 Goshen 0 *
2020-04-22 Gosnold 0 0
2020-04-22 Grafton 41 205.57
2020-04-22 Granby 13 211.67
2020-04-22 Granville 7 449.78
2020-04-22 "Great Barrington" 37 544.46
2020-04-22 Greenfield 122 702.59
2020-04-22 Groton 15 128.81
2020-04-22 Groveland 8 117.07
2020-04-22 Hadley 17 295.63
2020-04-22 Halifax 22 287.91
2020-04-22 Hamilton 14 187.32
2020-04-22 Hampden 14 283.36
2020-04-22 Hancock <5 *
2020-04-22 Hanover 38 265.27
2020-04-22 Hanson 44 410.96
